gene	UMI
GPR89B	3
GPR89C	1
GPR97	8
GPR98	21
GPRASP1	30
GPRASP2	1
GPRC5A	2108
GPRC5B	202
GPRC5C	910
GPRIN1	107
GPRIN2	1233
GPRIN3	138
GPS1	5071
GPS2	3875
GPSM1	120
GPSM2	221
GPSM3	32
GPT2	385
GPX1	5714
GPX2	24420
GPX3	328
GPX4	13224
GPX8	1430
GRAMD1A	2142
GRAMD1B	41
GRAMD1C	4
GRAMD3	35
GRAMD4	54
GRAP	1
GRASP	6
GRB10	554
GRB14	338
GRB2	3231
GRB7	212
GREB1	13
GREB1L	9
GREM1	43
GREM2	4
GRHL1	26
GRHL3	2
GRHPR	5617
GRIA2	1
GRID1	1
GRIK1-AS1	1
GRIK1-AS2	1
GRIK2	8
GRIN1	4
GRIN2B	7
GRIN2D	150
GRIN3B	9
GRINA	3333
GRINL1A	91
GRIP1	23
GRIP2	4
GRIPAP1	680
GRK4	1
GRK5	89
GRK6	798
GRM2	2
GRN	2582
GRPEL1	4451
GRPEL2	486
GRRP1	7
GRSF1	2209
GRTP1	49
GRWD1	3765
GSC	50
GSDMB	14
GSDMD	1249
GSG1	5
GSG1L	1
GSG2	204
GSK3A	1684
GSK3B	777
GSN	516
GSPT1	7031
GSPT2	489
GSR	2613
GSS	3020
GSTA1	4
GSTA4	320
GSTCD	205
GSTK1	3045
GSTM2	1
GSTM3	713
GSTM4	289
GSTO1	13377
GSTO2	130
GSTP1	72693
GSTZ1	2221
GTDC1	95
GTF2A1	246
GTF2A2	9640
GTF2B	657
GTF2E1	321
GTF2E2	1871
GTF2F1	1727
GTF2F2	1618
GTF2H1	897
GTF2H2	3
GTF2H2B	82
GTF2H2C	38
GTF2H3	436
GTF2H4	401
GTF2H5	4546
GTF2I	1059
GTF2IP1	5
GTF2IRD1	104
GTF2IRD2	9
GTF2IRD2B	10
GTF3A	5931
GTF3C1	1825
GTF3C2	976
GTF3C3	711
GTF3C4	237
GTF3C5	1631
GTF3C6	10139
GTPBP1	112
GTPBP10	526
GTPBP2	37
GTPBP3	649
GTPBP4	4426
GTPBP5	414
GTPBP6	2032
GTPBP8	908
GTSE1	1477
GUCA1B	36
GUCA2A	5
GUCA2B	21
GUCY1A3	1
GUCY1B2	11
GUCY1B3	16
GUCY2D	3
GUCY2E	3
GUF1	541
GUK1	7463
GULP1	668
GUSB	627
GUSBP1	174
GUSBP11	39
GUSBP2	7
GUSBP3	231
GUSBP4	3
GUSBP5	3
GVINP1	1
GXYLT1	725
GXYLT2	24
GYG1	1577
GYG2	168
GYG2P1	28
GYLTL1B	22
GYS1	139
GYS2	4
GZF1	345
GZMM	7
H19	19
H1F0	1027
H1FX	4432
H1FX-AS1	36
H2AFJ	14423
H2AFV	11948
H2AFX	3679
H2AFY	5586
H2AFY2	808
H2AFZ	53834
H2BFXP	6
H3F3A	348
H3F3AP4	1614
H3F3AP5	4
H3F3B	44041
H3F3C	23
H6PD	126
HA	227850
HABP2	16
HABP4	584
HACE1	39
HACL1	943
HADH	692
HADHA	5131
HADHB	2570
HAGH	2203
HAGHL	1387
HAMP	1
HAND2	9
HAP1	28
HAPLN2	1
HAPLN3	170
HAPLN4	1
HAR1A	5
HAR1B	1
HARBI1	107
HARS	2749
HARS2	727
HAS2	14
HAS2-AS1	93
HAS3	296
HAT1	2147
HAUS1	2035
HAUS2	531
HAUS3	206
HAUS4	1118
HAUS5	520
HAUS6	1289
HAUS7	2270
HAUS8	920
HAVCR1	130
HAVCR2	4
HAX1	5662
HBA1	9
HBA2	4
HBB	3
HBE1	10
HBEGF	137
HBP1	200
HBQ1	407
HBS1L	676
HBXIP	9767
HCAR1	1
HCAR2	17
HCAR3	3
HCCS	2166
HCFC1	838
HCFC1R1	7929
HCFC2	178
HCG11	200
HCG18	237
HCG27	13
HCG4	1
HCG8	4
HCG9	11
HCK	1
HCLS1	12
HCN2	111
HCN3	56
HCN4	2
HCP5	3
HCRT	2
HCST	11
HDAC1	1661
HDAC10	75
HDAC11	156
HDAC2	2460
HDAC3	1142
HDAC4	237
HDAC5	115
HDAC6	272
HDAC7	651
HDAC8	601
HDAC9	3
HDDC2	4290
HDDC3	2699
HDGF	7856
HDGFRP2	956
HDGFRP3	1364
HDHD1	860
HDHD2	473
HDHD3	607
HDLBP	6985
HDX	111
HEATR1	1266
HEATR2	498
HEATR3	154
HEATR4	1
HEATR5A	824
HEATR5B	152
HEATR6	567
HEATR7A	79
HEATR7B1	4
HEBP1	1655
HEBP2	2145
HECA	32
HECTD1	1804
HECTD2	91
HECTD3	140
HECW1	36
HECW2	25
HEG1	100
HELB	94
HELLS	2204
HELQ	174
HELZ	501
HEMK1	266
HENMT1	112
HERC1	471
HERC2	1102
HERC2P2	473
HERC2P3	4
HERC2P4	7
HERC2P7	183
HERC2P9	66
HERC3	43
HERC4	1052
HERC5	1541
HERC6	222
HERPUD1	1270
HERPUD2	287
HES1	647
HES2	12
HES4	1427
HES6	1023
HES7	101
HESX1	10
HEXA	2047
HEXB	1757
HEXDC	285
HEXIM1	1589
HEXIM2	1149
HEY1	7
HEY2	15
HEYL	88
HFE	56
HFM1	7
HGD	420
HGFAC	2
HGS	1504
HGSNAT	302
HHAT	32
HHEX	713
HHIP	12
HHIPL1	4
HHIPL2	75
HHLA2	1
HHLA3	153
HIAT1	406
HIATL1	476
HIATL2	16
HIBADH	422
HIBCH	651
HIC2	55
HIF1A	3366
HIF1AN	667
HIGD1A	2221
HIGD2A	8253
HILS1	3
HINFP	133
HINT1	57109
HINT2	6790
HINT3	450
HIP1	547
HIP1R	244
HIPK1	322
HIPK2	1211
HIPK3	230
HIPK4	4
HIRA	187
HIRIP3	1022
HIST1H1A	1
HIST1H1B	173
HIST1H1C	2868
HIST1H1D	3820
HIST1H1E	3252
HIST1H2AA	2
HIST1H2AB	20
HIST1H2AC	34
HIST1H2AG	48
HIST1H2AH	316
HIST1H2AI	27
HIST1H2AJ	139
HIST1H2AK	11
HIST1H2AL	9
HIST1H2AM	1316
HIST1H2BB	1
HIST1H2BC	43
HIST1H2BD	407
HIST1H2BE	5
HIST1H2BG	1
HIST1H2BH	1
HIST1H2BI	7
HIST1H2BJ	15
HIST1H2BK	2219
HIST1H2BL	16
HIST1H2BM	6
HIST1H2BN	25
HIST1H2BO	12
HIST1H3A	10
HIST1H3B	40
HIST1H3C	27
HIST1H3E	5
HIST1H3F	14
HIST1H3H	14
HIST1H3I	17
HIST1H3J	28
HIST1H4A	5
HIST1H4B	3
HIST1H4C	5897
HIST1H4D	13
HIST1H4E	17
HIST1H4H	2
HIST1H4I	13
HIST1H4J	9
HIST1H4K	2
HIST2H2AA3	2
HIST2H2AB	37
HIST2H2AC	962
HIST2H2BC	402
HIST2H2BE	28
HIST2H2BF	19
HIST2H3D	8
HIST3H2A	1
HIST3H2BB	6
HIST4H4	12
HIVEP1	186
HIVEP2	103
HIVEP3	48
HJURP	2358
HK1	893
HK2	7
HKDC1	587
HKR1	242
HLA-A	4486
HLA-B	1377
HLA-C	1531
HLA-DMA	216
HLA-DMB	180
HLA-DOB	5
HLA-DPB1	1
HLA-DRB6	2
HLA-E	1306
HLA-F	39
HLA-F-AS1	35
HLA-H	4
HLA-J	2
HLA-L	3
HLCS	171
HLF	11
HLTF	1454
HLX	82
HM13	3737
HMBOX1	270
HMBS	2794
HMG20A	314
HMG20B	1812
HMGA1	27983
HMGA1P4	67
HMGA2	580
HMGB1	27349
HMGB2	3501
HMGB3	7475
HMGCL	399
HMGCLL1	4
HMGCR	1083
HMGCS1	5628
HMGN1	10650
HMGN2	18546
HMGN3	5028
HMGN4	1087
HMGN5	307
HMGXB3	1039
HMGXB4	1679
HMHA1	21
HMMR	2959
HMOX1	3139
HMOX2	2398
HMSD	26
HMX1	1
HMX2	6
HN1	43782
HN1L	3856
HNF1A	104
HNF1A-AS1	102
HNF1B	537
HNF4A	45
HNF4G	31
HNMT	34
HNRNPA0	4396
HNRNPA1	24042
HNRNPA1L2	107
HNRNPA1P10	98
HNRNPA2B1	27846
HNRNPA3	12832
HNRNPA3P1	3
HNRNPAB	7665
HNRNPC	20864
HNRNPCL1	3
HNRNPD	6040
HNRNPF	5852
HNRNPH1	3467
HNRNPH3	4672
HNRNPK	12029
HNRNPL	431
HNRNPM	8781
HNRNPR	6467
HNRNPU	10845
HNRNPU-AS1	252
HNRNPUL1	3887
HNRNPUL2	909
HNRPDL	8890
HNRPLL	609
HOGA1	73
HOMER1	243
HOMER2	241
HOMER3	1052
HOMEZ	57
HOOK1	99
HOOK2	127
HOOK3	854
HORMAD1	266
HOTAIR	2
HOTAIRM1	380
HOTTIP	4
HOXA1	61
HOXA10	209
HOXA11	7
HOXA11-AS1	5
HOXA13	43
HOXA2	14
HOXA3	177
HOXA4	52
HOXA5	80
HOXA6	47
HOXA7	216
HOXB13	156
HOXB2	42
HOXB3	110
HOXB4	16
HOXB5	109
HOXB6	56
HOXB7	2280
HOXB8	593
HOXB9	145
HOXC10	19
HOXC11	6
HOXC13	96
HOXC4	44
HOXC5	21
HOXC6	75
HOXC8	115
HOXC9	1005
HOXD1	4
HOXD10	13
HOXD11	35
HOXD13	1
HOXD3	1
HOXD4	5
HOXD8	76
HOXD9	21
HP07349	227
HP09025	12
HP11026	2
HP1BP3	2962
HPCA	6
HPCAL1	4040
HPCAL4	2
HPD	38
HPDL	81
HPGD	4214
HPRT1	4009
HPS1	554
HPS3	559
HPS4	273
HPS5	403
HPS6	540
HPSE	55
HPX	4
HR	162
HRAS	5019
HRASLS	7
HRASLS2	33
HRASLS5	5
HRC	1
HRCT1	11
HRH1	129
HRH2	75
HRH4	1
HRK	4
HRSP12	1063
HS1BP3	618
HS2ST1	479
HS3ST1	43
HS3ST6	67
HS6ST1	239
HSBP1	14643
HSBP1L1	765
HSCB	952
HSD11B1L	96
HSD11B2	17
HSD17B1	104
HSD17B10	12130
HSD17B11	1276
HSD17B12	1925
HSD17B13	2
HSD17B14	421
HSD17B2	1
HSD17B3	1
HSD17B4	664
HSD17B6	18
HSD17B7	543
HSD17B7P2	64
HSD17B8	835
HSD3B7	521
HSD52	1
HSDL1	263
HSDL2	1330
HSF1	2809
HSF2	244
HSF2BP	82
HSF4	61
HSH2D	87
HSP90AA1	166581
HSP90AA4P	5
HSP90AA6P	1
HSP90AB1	55893
HSP90AB2P	7
HSP90AB3P	294
HSP90AB4P	23
HSP90B1	13184
HSP90B3P	4
HSPA12A	234
HSPA12B	11
HSPA13	400
HSPA14	1868
HSPA1A	6197
HSPA1B	474
HSPA1L	27
HSPA2	872
HSPA4	5814
HSPA4L	419
HSPA5	11755
HSPA6	21
HSPA8	41342
HSPA9	8661
HSPB1	42551
HSPB11	3669
HSPB6	3
HSPB8	93
HSPB9	2
HSPBAP1	90
HSPBP1	7984
HSPD1	39254
HSPE1	44605
HSPG2	797
HSPH1	5375
HTA	1
HTATIP2	5295
HTATSF1	3271
HTATSF1P2	99
HTR1D	193
HTR1F	1
HTR2B	8
HTR3E	2
HTR7P1	32
HTRA1	504
HTRA2	1022
HTRA3	22
HTT	499
HULC	1
HUNK	71
HUS1	765
HUS1B	5
HUWE1	1404
HVCN1	19
HYAL1	23
HYAL2	569
HYAL3	289
HYI	331
HYLS1	758
HYMAI	60
HYOU1	327
IAH1	2297
IARS	2829
IARS2	2408
IBA57	227
IBTK	1726
ICA1	86
ICA1L	119
ICAM1	35
ICAM2	3
ICAM3	731
ICAM5	2
ICK	145
ICMT	1609
ICOSLG	26
ICT1	5525
ID1	6990
ID2	3335
ID2B	4
ID3	6017
ID4	16
IDAS	10
IDE	733
IDH1	2673
IDH2	1666
IDH3A	1812
IDH3B	5631
IDH3G	2587
IDI1	3786
IDI2-AS1	16
IDO1	21
IDO2	1
IDS	2797
IDUA	32
IER2	8234
IER3	6156
IER3IP1	3358
IER5	934
IER5L	1209
IFFO1	31
IFFO2	270
IFI16	393
IFI27	476
IFI27L1	854
IFI27L2	2205
IFI30	634
IFI35	2184
IFI44	82
IFI44L	35
IFI6	2130
IFIH1	942
IFIT1	5247
IFIT1B	1
IFIT2	10037
IFIT3	6835
IFIT5	582
IFITM1	257
IFITM10	65
IFITM2	2038
IFITM3	497
IFNA22P	22
IFNAR1	793
IFNAR2	567
IFNB1	1124
IFNE	22
IFNGR1	348
IFNGR2	799
IFRD1	1369
IFRD2	4170
IFT122	313
IFT140	139
IFT172	129
IFT20	2190
IFT27	3008
IFT43	2157
IFT46	329
IFT52	606
IFT57	1605
IFT74	924
IFT80	284
IFT81	831
IFT88	383
IGANRP	7
IGBP1	2555
IGDCC3	5
IGDCC4	27
IGF1R	1174
IGF2	6
IGF2-AS	2
IGF2BP1	2149
IGF2BP2	335
IGF2BP3	860
IGF2R	306
IGFBP1	204
IGFBP2	3627
IGFBP3	439
IGFBP4	30526
IGFBP6	6813
IGFBP7	3001
IGFBPL1	30
IGFL1	46
IGFL2	5
IGFL3	5
IGFLR1	863
IGFN1	5
IGHMBP2	314
IGIP	38
IGLL1	3
IGLON5	1
IGSF1	6
IGSF10	6
IGSF11	86
IGSF22	1
IGSF23	21
IGSF3	327
IGSF5	2
IGSF8	193
IGSF9	1
IGSF9B	17
IHH	2
IK	3704
IKBIP	2299
IKBKAP	658
IKBKB	318
IKBKE	279
IKBKG	1335
IKZF2	11
IKZF4	55
IKZF5	46
IL10RA	2
IL10RB	598
IL11	484
IL11RA	121
IL12A	19
IL12B	2
IL13RA1	1621
IL13RA2	1
IL15	262
IL15RA	44
IL16	1
IL17B	5
IL17D	16
IL17RA	212
IL17RB	16
IL17RC	428
IL17RD	26
IL17RE	16
IL18	2153
IL18BP	11
IL18R1	20
IL1A	4
IL1B	1
IL1R1	206
IL1R2	19
IL1RAP	85
IL1RL1	5
IL20RA	4
IL20RB	14
IL21R	10
IL22RA1	33
IL23A	26
IL27	9
IL27RA	178
IL28A	4193
IL28B	1432
IL28RA	12
IL29	6268
IL2RB	1
IL2RG	11
IL31RA	7
IL32	646
IL34	11
IL3RA	5
IL4I1	18
IL4R	175
IL5	3
IL6	48
IL6R	143
IL6ST	1268
IL7	1
IL8	868
IL9R	5
ILF2	7824
ILF3	4016
ILK	3003
ILKAP	1490
ILVBL	1146
IMMP1L	1261
IMMP2L	525
IMMT	4907
IMP3	6232
IMP4	6431
IMPA1	719
IMPA2	1631
IMPACT	453
IMPAD1	1328
IMPDH1	2828
IMPDH2	8121
IMPG2	1
INA	955
INADL	219
INCA1	56
INCENP	289
INE1	16
INE2	1
INF2	1808
ING1	405
ING2	767
ING3	216
ING4	349
ING5	421
INGX	16
INHA	3
INHBA	1
INHBB	1263
INHBE	1
INO80	665
INO80B	161
INO80C	1100
INO80D	292
INO80E	2089
INPP1	323
INPP4A	151
INPP4B	147
INPP5A	204
INPP5B	43
INPP5D	4
INPP5E	123
INPP5F	259
INPP5J	33
INPP5K	497
INPPL1	704
INSIG1	2051
INSIG2	266
INSL3	29
INSL4	2316
INSM2	1
INSR	83
INTS1	957
INTS10	1927
INTS12	420
INTS2	469
INTS3	255
INTS4	290
INTS5	534
INTS6	307
INTS7	433
INTS8	592
INTS9	172
INTU	86
INVS	192
IP6K1	277
IP6K2	1200
IPCEF1	3
IPMK	161
IPO11	429
IPO13	287
IPO4	1848
IPO5	2398
IPO7	3364
IPO8	698
IPO9	1429
IPP	162
IPPK	237
IPW	161
IQCB1	249
IQCC	84
IQCD	140
IQCE	610
IQCG	108
IQCH	33
IQCK	235
IQGAP1	2508
IQGAP2	155
IQGAP3	115
IQSEC1	351
IQSEC2	945
IRAK1	4643
IRAK1BP1	48
IRAK2	122
IRAK4	251
IREB2	1375
IRF1	3995
IRF2	385
IRF2BP1	445
IRF2BP2	1186
IRF2BPL	577
IRF3	2942
IRF4	3
IRF5	169
IRF6	2
IRF7	1380
IRF8	11
IRF9	818
IRGQ	232
IRS1	398
IRS2	769
IRX2	14
IRX3	75
IRX4	1
IRX5	34
ISCA1	1857
ISCA2	2280
ISCU	2711
ISG15	19735
ISG20	2426
ISG20L2	580
ISL1	3
ISL2	137
ISLR	3
ISLR2	2
ISM2	1
ISOC1	617
ISOC2	9074
ISPD	35
IST1	1292
ISX	1
ISY1	866
ISYNA1	719
ITCH	416
ITFG1	627
ITFG2	166
ITFG3	740
ITGA1	26
ITGA10	7
ITGA11	11
ITGA2	441
ITGA2B	36
ITGA3	3179
ITGA4	11
ITGA5	275
ITGA6	1166
ITGA7	7
ITGAE	6394
ITGAL	3
ITGAM	22
ITGAV	1423
ITGAX	2
ITGB1	18046
ITGB1BP1	6206
ITGB1BP2	23
ITGB2	11
ITGB3BP	2059
ITGB4	853
ITGB5	3779
ITGB6	3
ITGB7	14
ITGB8	31
ITGBL1	5
ITIH2	7
ITIH4	10
ITLN1	2
ITLN2	8
ITM2A	5
ITM2B	4261
ITM2C	1062
ITPA	6908
ITPK1	1053
ITPK1-AS1	5
ITPKA	34
ITPKB	34
ITPKB-IT1	1
ITPKC	248
ITPR1	66
ITPR2	221
ITPR3	419
ITPRIP	162
ITPRIPL2	713
ITSN1	870
ITSN2	960
IVD	321
IVNS1ABP	1215
IWS1	1986
IZUMO4	6
JAG1	1134
JAG2	269
JAGN1	3071
JAK1	5419
JAK2	157
JAK3	25
JAKMIP3	89
JAM3	91
JARID2	316
JAZF1	80
JDP2	187
JHDM1D	58
JKAMP	1624
JMJD1C	924
JMJD4	1613
JMJD5	34
JMJD6	2191
JMJD7	174
JMJD8	1920
JMY	220
JOSD1	350
JOSD2	6409
JPH2	24
JPH3	5
JPX	66
JRK	249
JRKL	124
JSRP1	4
JTB	10385
JUB	1166
JUN	2196
JUNB	2887
JUND	718
JUP	2043
KAAG1	14
KALRN	9
KANK1	162
KANK2	387
KANK3	127
KANK4	2
KARS	5796
KAT2A	1196
KAT2B	142
KAT5	1039
KAT6A	832
KAT6B	368
KAT7	718
KAT8	801
KATNA1	361
KATNAL1	270
KATNAL2	31
KATNB1	550
KAZALD1	14
KAZN	83
KBTBD10	2
KBTBD11	133
KBTBD2	368
KBTBD3	222
KBTBD4	255
KBTBD6	297
KBTBD7	82
KBTBD8	31
KCMF1	907
KCNA7	5
KCNAB1	1
KCNAB2	309
KCNAB3	14
KCNB1	1
KCNC1	1
KCNC4	37
KCND1	12
KCNE1	3
KCNE1L	5
KCNE2	2
KCNE4	13
KCNF1	375
KCNG1	185
KCNG3	16
KCNG4	1
KCNH1	42
KCNH2	9
KCNH3	26
KCNH6	1
KCNIP1	1
KCNIP2	1
KCNIP3	5
KCNJ11	12
KCNJ12	21
KCNJ14	97
KCNJ15	6
KCNJ16	6
KCNJ2	8
KCNJ4	1
KCNJ6	7
KCNJ8	6
KCNK1	265
KCNK12	25
KCNK13	1
KCNK15	31
KCNK3	30
KCNK5	70
KCNK6	83
KCNK7	9
KCNMA1	196
KCNMB3	37
KCNMB4	13
KCNN1	9
KCNN2	4
KCNN3	19
KCNN4	877
KCNQ1	4
KCNQ1OT1	466
KCNQ2	7
KCNQ3	9
KCNQ4	6
KCNQ5	19
KCNRG	11
KCNS3	83
KCNT2	6
KCNV1	9
KCP	1
KCTD1	591
KCTD10	764
KCTD11	123
KCTD12	80
KCTD13	113
KCTD15	366
KCTD16	1
KCTD17	584
KCTD18	152
KCTD19	1
KCTD2	384
KCTD20	427
KCTD21	44
KCTD3	818
KCTD5	523
KCTD6	220
KCTD7	136
KCTD9	1166
KDELC1	71
KDELC2	93
KDELR1	8690
KDELR2	5370
KDELR3	426
KDM1A	1255
KDM1B	229
KDM2A	326
KDM2B	330
KDM3A	349
KDM3B	495
KDM4A	279
KDM4B	116
KDM4C	145
KDM4D	28
KDM5A	1759
KDM5B	581
KDM5C	404
KDM5D	89
KDM6A	113
KDM6B	195
KDSR	693
KEAP1	1666
KGFLP1	27
KGFLP2	7
KHDC1	138
KHDC1L	13
KHDRBS1	4097
KHDRBS3	119
KHK	1207
KHNYN	388
KHSRP	1346
KIAA0020	2932
KIAA0040	14
KIAA0090	578
KIAA0100	967
KIAA0101	13641
KIAA0141	372
KIAA0146	512
KIAA0182	509
KIAA0195	341
KIAA0196	823
KIAA0226	122
KIAA0232	692
KIAA0240	54
KIAA0247	28
KIAA0284	233
KIAA0317	285
KIAA0319	81
KIAA0319L	387
KIAA0355	365
KIAA0368	1254
KIAA0391	914
KIAA0415	193
KIAA0430	367
KIAA0494	779
KIAA0513	45
KIAA0528	193
KIAA0556	114
KIAA0564	137
KIAA0586	431
KIAA0649	238
KIAA0664	1705
KIAA0664L3	110
KIAA0753	397
KIAA0754	323
KIAA0825	24
KIAA0889	250
KIAA0895	108
KIAA0895L	103
KIAA0907	240
KIAA0913	164
KIAA0922	77
KIAA0930	1154
KIAA0947	1303
KIAA1009	135
KIAA1024	9
KIAA1033	1069
KIAA1107	37
KIAA1109	279
KIAA1143	1030
KIAA1147	300
KIAA1161	54
KIAA1191	1322
KIAA1199	4
KIAA1211	33
KIAA1217	115
KIAA1244	161
KIAA1245	8
KIAA1257	1
KIAA1267	272
KIAA1274	76
KIAA1279	1020
KIAA1310	437
KIAA1324	176
KIAA1324L	1
KIAA1328	21
KIAA1370	98
KIAA1377	205
KIAA1383	34
KIAA1407	108
KIAA1429	1093
KIAA1430	1704
KIAA1432	186
KIAA1462	226
KIAA1467	55
KIAA1468	228
KIAA1522	365
KIAA1524	1126
KIAA1530	94
KIAA1539	107
KIAA1549	212
KIAA1586	263
KIAA1598	1759
KIAA1609	527
KIAA1614	13
KIAA1644	8
KIAA1671	224
KIAA1683	16
KIAA1704	202
KIAA1715	430
KIAA1731	537
KIAA1737	146
KIAA1751	1
KIAA1755	2
KIAA1797	625
KIAA1804	714
KIAA1826	187
KIAA1841	356
KIAA1875	28
KIAA1908	65
KIAA1919	67
KIAA1949	559
KIAA1958	47
KIAA1967	650
KIAA1984	2
KIAA2013	855
KIAA2018	363
KIAA2026	509
KIDINS220	624
KIF11	1751
KIF12	95
KIF13A	201
KIF13B	263
KIF14	1132
KIF15	413
KIF16B	688
KIF17	16
KIF18A	783
KIF18B	16
KIF1A	18
KIF1B	581
KIF1C	1483
KIF20A	366
KIF20B	2080
KIF21A	1694
KIF21B	22
KIF22	3477
KIF23	2697
KIF24	77
KIF25	1
KIF25-AS1	7
KIF26A	44
KIF27	96
KIF2A	1449
KIF2C	1054
KIF3A	765
KIF3B	1373
KIF3C	810
KIF4A	1328
KIF4B	5
KIF5A	3
KIF5B	11678
KIF5C	43
KIF7	39
KIF9	820
KIFAP3	341
KIFC1	454
KIFC2	167
KIFC3	2373
KIN	928
KIRREL	39
KIRREL-IT1	20
KIRREL2	2
KIRREL3	155
KIRREL3-AS3	1
KISS1	24
KISS1R	10
KITLG	140
KLB	7
KLC1	1749
KLC2	526
KLC3	18
KLC4	98
KLF1	1
KLF10	1652
KLF11	111
KLF12	79
KLF13	673
KLF16	382
KLF17	1
KLF2	158
KLF3	625
KLF4	378
KLF5	925
KLF6	3098
KLF7	30
KLF9	29
KLHDC1	7
KLHDC10	587
KLHDC2	926
KLHDC3	804
KLHDC4	1089
KLHDC5	776
KLHDC7A	67
KLHDC8A	4
KLHDC8B	214
KLHDC9	79
KLHL1	1
KLHL10	1
KLHL11	38
KLHL12	433
KLHL13	15
KLHL15	160
KLHL17	81
KLHL18	330
KLHL2	200
KLHL20	235
KLHL21	107
KLHL22	227
KLHL23	160
KLHL24	44
KLHL25	72
KLHL26	46
KLHL28	217
KLHL29	9
KLHL3	24
KLHL30	1
KLHL31	13
KLHL35	51
KLHL36	255
KLHL4	69
KLHL5	1267
KLHL7	636
KLHL8	298
KLHL9	415
KLK1	9
KLK10	4
KLK2	2
KLK8	1
KLKB1	1
KLLN	8
KLRAP1	5
KLRAQ1	362
KLRC2	5
KLRC3	4
KLRD1	1
KLRG1	66
KLRG2	31
KMO	9
KNDC1	10
KNG1	3
KNTC1	553
KPNA1	942
KPNA2	16559
KPNA3	1659
KPNA4	2501
KPNA5	27
KPNA6	1036
KPNA7	1
KPNB1	13309
KPTN	1092
KRAS	1188
KRBA1	43
KRBA2	26
KRCC1	766
KREMEN1	37
KREMEN2	58
KRI1	514
KRIT1	724
KRR1	2427
KRT10	12882
KRT12	3
KRT14	2
KRT15	209
KRT16	44
KRT16P3	1
KRT17	33
KRT18	257358
KRT18P55	36
KRT19	6434
KRT2	2
KRT222	74
KRT23	1
KRT27	2
KRT32	3
KRT34	10
KRT4	95
KRT42P	1
KRT6A	2
KRT6B	1
KRT7	135870
KRT71	1
KRT72	1
KRT76	1
KRT77	1
KRT78	2
KRT79	2
KRT8	108381
KRT80	1112
KRT81	402011
KRT83	107
KRT85	1
KRT86	154
KRT8P41	1
KRT9	1
KRTAP3-1	1
KRTAP4-1	30
KRTAP5-10	1
KRTAP9-4	1
KRTCAP2	11792
KRTCAP3	6
KRTDAP	2
KSR1	7
KSR2	40
KTI12	409
KTN1	10619
KYNU	5694
L1CAM	19
L1TD1	3
L2HGDH	360
L3MBTL1	13
L3MBTL2	526
L3MBTL3	88
LACC1	63
LACE1	60
LACTB	1877
LACTB2	2151
LAD1	36
LAG3	23
LAGE3	8479
LAIR1	2
LAMA2	12
LAMA3	155
LAMA4	2
LAMA5	1704
LAMB1	2205
LAMB2	313
LAMB2P1	5
LAMB3	125
LAMB4	11
LAMC1	1484
LAMC2	354
LAMC3	30
LAMP1	1196
LAMP2	1408
LAMP3	8
LAMTOR1	9293
LAMTOR2	7811
LAMTOR3	393
LANCL1	422
LANCL2	381
LAP3	1459
LAPTM4A	5767
LAPTM4B	5989
LAPTM5	6
LARGE	77
LARP1	3116
LARP1B	271
LARP4	1532
LARP4B	953
LARP6	3148
LARP7	2801
LARS	3972
LARS2	165
LAS1L	3532
LASP1	6519
LAT	33
LAT2	94
LATS1	53
LATS2	222
LAYN	108
LBH	1411
LBR	2320
LBX2	65
LCA5	60
LCA5L	34
LCAT	74
LCLAT1	785
LCMT1	2203
LCMT2	87
LCN1	2
LCN10	1
LCN12	6
LCN15	3
LCN2	107
LCOR	405
LCORL	431
LCP1	2
LCT	1
LCTL	1
LDB1	123
LDB3	3
LDHA	55152
LDHB	68148
LDHC	5
LDHD	39
LDLR	1006
LDLRAD1	1
LDLRAD2	3
LDLRAD3	118
LDLRAP1	372
LDOC1	1795
LDOC1L	274
LEAP2	82
LEFTY1	5
LEKR1	21
LEMD2	439
LEMD3	250
LENEP	2
LENG1	1821
LENG8	329
LENG9	131
LEO1	1762
LEPR	69
LEPRE1	320
LEPREL1	382
LEPREL2	353
LEPREL4	1263
LEPROT	1745
LEPROTL1	3019
LETM1	1398
LETM2	141
LETMD1	515
LFNG	35
LGALS1	80971
LGALS17A	1
LGALS2	30
LGALS3	3521
LGALS3BP	2041
LGALS4	18
LGALS7	2
LGALS8	888
LGALS8-AS1	22
LGALS9	28
LGALSL	474
LGI3	16
LGI4	5
LGMN	885
LGR4	1372
LGR6	13
LGSN	231
LHFP	134
LHFPL2	513
LHFPL4	26
LHFPL5	4
LHPP	192
LHX1	38
LHX2	52
LHX4	36
LHX6	8
LHX8	48
LIAS	441
LIF	384
LIFR	130
LIG1	1320
LIG3	363
LIG4	121
LILRA3	1
LILRA6	1
LILRB3	5
LIMA1	153
LIMCH1	1849
LIMD1	391
LIMD2	474
LIME1	130
LIMK1	309
LIMK2	97
LIMS1	1888
LIMS2	30
LIMS3	2
LIMS3L	1
LIN28A	1
LIN28B	149
LIN37	993
LIN52	99
LIN54	189
LIN7A	36
LIN7B	331
LIN7C	872
LIN9	233
LINC00085	133
LINC00086	4
LINC00087	2
LINC00094	424
LINC00115	18
LINC00116	4119
LINC00152	5080
LINC00167	6
LINC00173	183
LINC00174	12
LINC00176	20
LINC00202	11
LINC00226	1
LINC00230A	4
LINC00230B	3
LINC00239	51
LINC00242	13
LINC00246B	1
